logged_at,offer_id,trace_id,item_name,mcat_name,price,specs_category_outlier_status,specs_category_outlier_reason,title_category_outlier_status,title_category_outlier_reason,photo_category_outlier_status,photo_category_outlier_reason,photo_title_verdict,photo_title_verdict_reason,title_spec_verdict,title_spec_verdict_reason,price_flag_verdict,price_flag_reason,retail_classification,retail_classi_score,retail_confidence,retail_override_applied,retail_reason,retail_error,price_agent_result,price_agent_score,price_agent_confidence,price_value_by_ai,price_agent_reason,price_error,buyer_profile_genuineness,buyer_profile_score,buyer_profile_confidence,buyer_profile_reason,buyer_profile_error
2026-05-11 16:24:25,143986972759,143986972759_20260511_162413,PET Jars,PET Jars,0,not_outlier,The product specifications 'Capacity: 250 g' are consistent with the category 'PET Jars'.,not_outlier,The product title 'PET Jars' aligns with the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar with lid' is consistent with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' is consistent with the product specifications 'Capacity: 250 g'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data exists for this category-unit and order value is missing.,,Unverifiable,,None,Buyer profile classification failed; see buyer_error.,Extra data: line 1 column 2 (char 1)
2026-05-11 16:24:36,143958497559,143958497559_20260511_162425,Gomti Bath Soap,Bath Soaps,0,not_outlier,Product specifications 'Quantity: 12 Piece' are consistent with the category name 'Bath Soaps'.,not_outlier,Product title 'Gomti Bath Soap' is consistent with the category name 'Bath Soaps'.,not_outlier,Primary object 'bar of soap' aligns with the category name 'Bath Soaps'.,not_outlier,,not_outlier,Product title 'Gomti Bath Soap' is consistent with product specifications 'Quantity: 12 Piece'.,outlier,Price Absurd,RETAIL,0.8,Medium,No,Category nature (FMCG) indicates retail. Quantity is low. Marketplace signals lean retail. Evidence match limits confidence.,,Correct,1.0,High,₹ 48.0 - ₹ 72.0,"AI range fully overlaps buyer value. Median price used, BL absent.",,Genuine,1.0,Low,The only prior enquiry for Gomti Bath Soap is in the same category (Bath Soaps) as the current BuyLead.,
2026-05-11 16:24:48,143954672334,143954672334_20260511_162436,Super Nagpal Soap,Bath Soaps,0,not_outlier,"Product specifications are not available, so there is no contradiction with the category name 'Bath Soaps'.",not_outlier,The product title 'Super Nagpal Soap' is consistent with the category name 'Bath Soaps'.,not_outlier,The primary object 'soap bar' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"Product specifications are not available, so there is no contradiction with the product title 'Super Nagpal Soap'.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data for this category and unit. Cannot compute a meaningful AI range.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:25:00,143991974513,143991974513_20260511_162448,PET Jars,PET Jars,0,not_outlier,"Product specifications are not provided, so alignment with the category cannot be verified.",not_outlier,The product title 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"Product specifications are not provided, so alignment cannot be verified.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data for PET Jars to establish a baseline.,,Genuine,1.0,Medium,"All 3 prior enquiries (Pet Jar With Tin Lid, 350 Ml Pet Can, Easy Open PET Cans) are directly related to PET Jars.",
2026-05-11 16:25:12,143950378895,143950378895_20260511_162500,250 g PET Hexagonal Jar for Food Storage & Packaging,PET Jars,0,not_outlier,"The product specifications mentioning 'Capacity: 250 g, Shape: Hexagonal' are consistent with the 'PET Jars' category.",not_outlier,The product title 'PET Hexagonal Jar' clearly belongs to the category 'PET Jars'.,not_outlier,The primary object 'Glass jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Hexagonal Jar' directly corresponds to the product specifications detailing 'Capacity: 250 g, Shape: Hexagonal'.",outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,PET Jars are neutral. High wholesaler purchases (2805) and NI (7) lean Non-Retail. Quantity (1000) is high for retail. Signals are mixed.,,Correct,0.8,High,₹ 15.60 - ₹ 22.80,"AI range has partial overlap with buyer range, deviation is within 20-30%.",,Genuine,1.0,High,"All 4 past enquiries are for PET jars, directly matching the current BuyLead's category and title.",
2026-05-11 16:25:22,143979734046,143979734046_20260511_162512,Plastic Jar,PET Jars,0,not_outlier,The product specification 'Capacity: 250 ML' is consistent with the category name 'PET Jars'.,not_outlier,The product title 'Plastic Jar' aligns with the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'Plastic Jar' is consistent with the product specification 'Capacity: 250 ML'.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0.0 - ₹ 0.0,No reference price data available for this category and unit.,,Genuine,1.0,Medium,"Both enquired products ('Plastic Jar', '250ml Plastic Storage Jar') are directly related to the BuyLead category 'PET Jars'.",
2026-05-11 16:25:34,143964818295,143964818295_20260511_162522,PET Jars,PET Jars,0,not_outlier,"The product specifications (quantity, capacity) are relevant to products within the 'PET Jars' category.",not_outlier,The product title 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' aligns with the provided specifications like quantity and capacity.,outlier,Price Absurd,RETAIL,0.8,High,No,"PET Jars are consumer-facing packaging; quantity is typical for retail stocking, and purchase signals strongly indicate retailer activity.",,Unverifiable,0.0,Low,₹ 0.00 - ₹ 0.00,No reference price data available for this category and unit.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:25:45,143944646967,143944646967_20260511_162534,1Kg PET Jars,PET Jars,0,not_outlier,The product specifications are consistent with products sold under the 'PET Jars' category.,not_outlier,The product title 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,The primary object 'jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' is consistent with specifications that describe quantity and shape.,outlier,Price Absurd,RETAIL,0.8,Medium,No,"PET Jars are packaging, neutral category. Retail share is high (76%) and quantity is within retail stocking norms.",,Correct,0.8,High,₹ 222.15 - ₹ 301.35,Buyer's range overlaps AI range with moderate deviation.,,Genuine,0.85,High,4 out of 5 enquiries are PET Jars or directly related. Only '2 Litre Glass Jar' is different.,
2026-05-11 16:25:57,143969187495,143969187495_20260511_162545,PET Jars,PET Jars,0,not_outlier,"The product specifications (Quantity: 100 Piece, Shape: Round) are consistent with products typically found in the 'PET Jars' category.",not_outlier,The product title 'PET Jars' matches the category name 'PET Jars'.,not_outlier,The primary object 'PET Jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jars' is consistent with the product specifications detailing quantity and shape.,outlier,Price Absurd,RETAIL,0.6,Medium,No,"Category is neutral, quantity is moderate, and marketplace signals lean Retail. Confidence capped by evidence_match.",,Correct,0.6,High,₹ 1100.0 - ₹ 1320.0,Buyer range overlaps AI range with acceptable deviation.,,Genuine,1.0,Medium,"All 3 previous enquiries ('200 ml PET Jar', 'Plastic Pet Jar', 'Pet jars') are directly related to the current BuyLead category 'PET Jars'.",
2026-05-11 16:26:09,143952010775,143952010775_20260511_162557,Plastic PET Jar,PET Jars,0,not_outlier,The product specifications 'Capacity: 250 g' and 'Usage: Spices Packing' are appropriate for products within the 'PET Jars' category.,not_outlier,The product title 'Plastic PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' directly corresponds to the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'Plastic PET Jar' is consistent with the product specifications such as 'Capacity: 250 g' and 'Usage: Spices Packing'.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,PET jars are packaging; 100 units are beyond typical retail stocking for a single shop. Wholesaler purchases are higher.,,Correct,0.6,High,₹ 960.0 - ₹ 1440.0,Buyer range has overlap with AI range and deviation is within acceptable limits.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:26:20,143995836295,143995836295_20260511_162609,PET Jars,PET Jars,0,not_outlier,"The product specifications, including quantity, capacity, and usage, are appropriate for items within the 'PET Jars' category.",not_outlier,The product title 'PET Jars' is identical to the category name 'PET Jars'.,not_outlier,The primary object 'PET Jars' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title 'PET Jars' aligns with specifications detailing quantity, capacity, and intended use.",outlier,Price Absurd,RETAIL,0.8,High,No,"Category (packaging) and quantity are neutral, but marketplace signals (wholesaler share >60%) and NI (wholesaler NI dominant) support Non-Retail.",,Correct,0.8,High,"₹ 961.7 - ₹ 1,175.7",Buyer value range overlaps AI range with low deviation.,,Genuine,0.85,Medium,1 of 2 enquired items (Pet Jars) is in the same category. Cumin Seeds Packaging Pouch is adjacent as packaging material.,
2026-05-11 16:26:32,143950716875,143950716875_20260511_162620,PET Jar Set,PET Jars,0,not_outlier,The product specifications detailing various capacities of PET jars are consistent with the category name 'PET Jars'.,not_outlier,The product title 'PET Jar Set' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'PET jar' directly matches the category name 'PET Jars'.,not_outlier,,not_outlier,The product title 'PET Jar Set' is consistent with the product specifications detailing various capacities of PET jars.,outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,₹ 0 - ₹ 0,No reference price data available for 'PET Jars' MCAT with no unit.,,Genuine,1.0,High,"All 5 previously enquired products (e.g., 'Pet Jar Set', '200 Ml Pet Jar') are directly related to the current BuyLead category 'PET Jars'.",
2026-05-11 16:26:44,143961232159,143961232159_20260511_162632,Plastic Bottle 5ltr,Phenyl Bottles,0,not_outlier,The product specifications 'Capacity: 5 Litre' and 'Material: Plastic' are consistent with the category 'Phenyl Bottles'.,not_outlier,The product title 'Plastic Bottle 5ltr' aligns with the category 'Phenyl Bottles' as it describes a bottle suitable for phenyl.,not_outlier,The primary object 'plastic bottle' aligns with the category 'Phenyl Bottles' as it describes the container for phenyl.,not_outlier,,not_outlier,The product title 'Plastic Bottle 5ltr' is consistent with the product specifications 'Capacity: 5 Litre' and 'Material: Plastic'.,outlier,Price Absurd,RETAIL,0.6,Medium,No,Category (bottles) is neutral. Quantity (100) is within retail stocking levels. Marketplace signals lean retail (57% retailer share).,,Unverifiable,0.0,Low,N/A,No reference price data available for this category and unit. Median and Q3 prices are zero.,,Genuine,1.0,Medium,"Both enquired products ('Pet Bottle For Phenyl 5 Ltr', '5L Phenyl Bottle 76 Gm With Cap And Gst') are directly related to the BuyLead category 'Phenyl Bottles' and title 'Plastic Bottle 5ltr'.",
2026-05-11 16:26:56,143970640959,143970640959_20260511_162644,Toilet Soap,Bath Soaps,0,not_outlier,"Product specifications are not provided, so alignment with the category cannot be determined.",not_outlier,The product title 'Toilet Soap' is consistent with the category 'Bath Soaps'.,not_outlier,The primary object 'bar of soap' aligns with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"Product specifications are not provided, so alignment cannot be determined.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data available for this product.,,Genuine,1.0,Low,The only enquired product 'Toilet Soap' is in the same category as the current BuyLead 'Bath Soaps'.,
2026-05-11 16:27:08,143981935875,143981935875_20260511_162656,350ml Round PET Jar + 63mm Aluminium Gold Cap,PET Jars,0,not_outlier,Product specifications describing a 'Round' jar with a 'Capacity: 50 g' are consistent with the category name 'PET Jars'.,not_outlier,The product title '350ml Round PET Jar + 63mm Aluminium Gold Cap' directly corresponds to the category name 'PET Jars'.,not_outlier,The primary object 'PET jar with aluminum cap' is consistent with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title '350ml Round PET Jar + 63mm Aluminium Gold Cap' is consistent with product specifications describing a 'Round' jar with a specific 'Capacity: 50 g'.,outlier,Price Absurd,RETAIL,0.6,Medium,No,"PET Jars are packaging. Quantity is moderate. Retailer share is low, but NI signals lean retail. Retail flag is Yes.",,Correct,0.8,High,"₹ 3,348.00 - ₹ 5,022.00","AI range overlaps buyer range with a small deviation, indicating price alignment.",,Genuine,0.7,High,3 out of 5 enquiries are related: 2 PET Jars and 3 Packaging Pouches. Pouches are adjacent to jars.,
2026-05-11 16:27:20,143991826259,143991826259_20260511_162708,100 Gm Bath Soap,Bath Soaps,0,not_outlier,The product specifications including 'Brand: Lifebuoy' and 'Variant: Original' align with the category 'Bath Soaps'.,not_outlier,The product title '100 Gm Bath Soap' is consistent with the category name 'Bath Soaps'.,not_outlier,The primary object 'bar of soap' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,The product title '100 Gm Bath Soap' aligns with specifications that include 'Weight: 100 g' and 'Variant: Original'.,outlier,Price Absurd,NON-RETAIL,0.6,Medium,No,Quantity (1000) is high for retail stocking of bath soaps. Wholesaler purchases are higher than retailer purchases.,,Correct,0.8,High,₹ 12000.0 - ₹ 18000.0,"AI range aligns with buyer order value, with a moderate deviation.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:27:31,143977376367,143977376367_20260511_162720,Ghar Jesa Bath Soaps,Bath Soaps,0,not_outlier,"The product specifications '500 Piece' suggest a bulk order or wholesale, which is not the primary focus of a retail 'Bath Soaps' category.",not_outlier,The product title 'Ghar Jesa Bath Soaps' correctly corresponds to the category 'Bath Soaps'.,not_outlier,The primary object 'soap bar' is consistent with the category name 'Bath Soaps'.,not_outlier,,not_outlier,"The product title 'Ghar Jesa Bath Soaps' is inconsistent with the product specifications of '500 Piece', implying a bulk order rather than individual soaps.",outlier,Price Absurd,RETAIL,0.8,High,No,"Bath soaps are retail-oriented. Quantity (500) is high for retail stocking but not implausible. Marketplace signals (retailer 40%, wholesaler 60%) are neutral. Category nature wins.",,Correct,0.8,High,"₹ 5,000.0 - ₹ 7,500.0","AI range overlaps with buyer range, deviation within acceptable limits.",,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:27:43,143981191967,143981191967_20260511_162731,1 Kg Packaging PET Jars,PET Jars,0,not_outlier,"Product specifications detailing 'Capacity: 1 kg', 'Shape: Round', and 'Usage: Dry Fruits' are consistent with the category name 'PET Jars'.",not_outlier,Product title '1 Kg Packaging PET Jars' aligns with the category name 'PET Jars'.,not_outlier,Primary object 'PET Jars' is consistent with the category name 'PET Jars'.,not_outlier,,not_outlier,Product title '1 Kg Packaging PET Jars' is consistent with specifications detailing 'Capacity: 1 kg'.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,Neutral category nature and high wholesaler purchase share (76%) indicate Non-Retail classification.,,Correct,0.8,High,₹ 691.20 - ₹ 1036.80,Buyer range is within AI range with low deviation.,,Unverifiable,,None,No prior product enquiries available — cannot assess relatedness to the current BuyLead.,
2026-05-11 16:27:54,143950196495,143950196495_20260511_162743,200 g Round Plastic PET Jars,PET Jars,0,not_outlier,"The product specifications, including 'Capacity: 200 g', 'Shape: Round', and 'Usage: Ghee', are consistent with the category 'PET Jars'.",not_outlier,The product title '200 g Round Plastic PET Jars' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'round plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title '200 g Round Plastic PET Jars' aligns with the specifications detailing 'Quantity: 50 Piece', 'Capacity: 200 g', 'Shape: Round', and 'Usage: Ghee'.",outlier,Price Absurd,RETAIL,0.6,Medium,No,PET Jars are neutral packaging. Quantity (50) is within retail stocking levels. Retailer purchases (40%) suggest retail intent. Signals align.,,Correct,0.8,High,₹ 432.00 - ₹ 558.00,AI range has overlap with buyer range and deviation is within tolerance.,,Genuine,0.85,Medium,"Both enquired products ('Plastic PET jars', 'Plastic Packaging Bottles') are related to the current BuyLead ('PET Jars').",
2026-05-11 16:28:06,143963094752,143963094752_20260511_162754,550 Ml Packaging Jar,PET Jars,0,not_outlier,"Product specifications mentioning 'Material: Polyethylene Terephthalate (PET)' directly supports alignment with the category name 'PET Jars', despite capacity and quantity details.",not_outlier,The product title '550 Ml Packaging Jar' is consistent with the category name 'PET Jars'.,not_outlier,Primary object 'packaging jar' is consistent with the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title '550 Ml Packaging Jar' is broadly consistent with specifications mentioning 'Capacity: 500 Ml' and 'Quantity: 200 Jar', with a slight discrepancy in capacity and batch quantity.",outlier,Price Absurd,NON-RETAIL,0.4,Low,No,PET Jars (packaging) is neutral; quantity 200 is neutral; retailer share low (25%) and wholesaler share high (75%) lean Non-Retail.,,Unverifiable,0.0,Low,₹ 0.00 - ₹ 0.00,No reference price data found for PET Jars with PIECE unit.,,Genuine,0.7,Medium,"3 out of 5 enquiries are for plastic jars, aligning with the current BuyLead for a packaging jar. The pen stands are unrelated.",
2026-05-11 16:28:17,143974613059,143974613059_20260511_162806,500 g PET Jar,PET Jars,0,not_outlier,"The product specifications, including 'Capacity: 500 g' and 'Material: HDPE' (often used for PET jars), are consistent with the category 'PET Jars'.",not_outlier,The product title '500 g PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'PET jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title '500 g PET Jar' is consistent with the product specifications that include 'Capacity: 500 g'.,outlier,Price Absurd,NON-RETAIL,0.8,High,No,"PET Jars are neutral packaging, quantity is high for retail, and wholesaler purchase share is dominant.",,Correct,0.6,High,₹ 10.20 - ₹ 13.77,Buyer range partially overlaps AI range with moderate deviation.,,Genuine,1.0,High,"All 5 prior enquiries are PET jars or plastic jars, directly related to the 'PET Jars' category. High alignment.",
2026-05-11 16:28:29,143993323652,143993323652_20260511_162817,2500ml Square PET Jar,PET Jars,0,not_outlier,"The product specifications (3 kg, Medium quality, Hosur) are plausible attributes for a product within the 'PET Jars' category.",not_outlier,The product title '2500ml Square PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'Square PET Jar' directly corresponds to the category name 'PET Jars'.,not_outlier,,not_outlier,"The product title '2500ml Square PET Jar' is consistent with the specifications (3 kg, Medium quality, Hosur), as these specifications describe a potential attribute of the jar.",outlier,Price Absurd,UNCLASSIFIED,,None,No,Classification skipped — Quantity is missing or invalid.,,Unverifiable,0.0,Low,,No reference price data available for this product category.,,Genuine,1.0,Low,All enquired products match the current BuyLead category. Enquiries include '2500ml Square PET Jar'.,
2026-05-11 16:28:40,143995652563,143995652563_20260511_162829,500 g Transparent Plastic PET Jar,PET Jars,0,not_outlier,"The product specifications, including capacity and shape, are consistent with the category name 'PET Jars'.",not_outlier,The product title '500 g Transparent Plastic PET Jar' is consistent with the category name 'PET Jars'.,not_outlier,The primary object 'plastic jar' aligns with the category name 'PET Jars'.,not_outlier,,not_outlier,The product title '500 g Transparent Plastic PET Jar' is consistent with product specifications including 'Capacity: 500 g'.,outlier,Price Absurd,RETAIL,0.6,Medium,No,"PET Jars are neutral, 100 pcs quantity is moderate. Retailer share is 45%. Marketplace signals lean neutral to non-retail.",,Correct,0.8,High,₹ 1020.0 - ₹ 1530.0,"AI range aligns with buyer order, deviation within acceptable limits.",,Suspicious,0.2,Medium,2 of 5 enquiries are related (PET Jars). 3 unrelated (Embroidery Machines) dominate the enquiry history.,
